ip_address,email_address,billing_state,user_agent,billing_postal,phone_number,EVENT_TIMESTAMP,billing_address,EVENT_LABEL
113.66.41.180,fake_connermichael@example.com,OR,Opera/9.75.(Windows CE; ks-IN) Presto/2.9.184 Version/11.00,32499,(555)576 - 9810,2022-12-20T22:39:09Z,656 Daniel Islands Fake St.,legit
103.243.182.216,fake_alexandriastewart@example.net,MO,Opera/9.57.(Windows NT 4.0; kn-IN) Presto/2.9.186 Version/12.00,33987,(555)918 - 3081,2022-10-15T17:50:21Z,2986 Alan Plains Fake St.,legit
120.253.2.41,fake_michele36@example.net,WI,"Mozilla/5.0 (Linux; Android 3.2.1) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/52.0.891.0 Safari/534.2",32167,(555)198 - 4638,2022-04-02T00:35:08Z,38785 Tucker Greens Fake St.,legit
142.73.149.230,fake_ysmith@example.com,LA,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_6) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/29.0.819.0 Safari/532.2",32635,(555)629 - 9864,2022-06-19T01:19:05Z,29750 Patricia Springs Fake St.,legit
171.66.249.127,fake_stacieshelton@example.org,LA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4 rv:3.0; ka-GE) AppleWebKit/534.1.3 (KHTML, like Gecko) Version/4.0.1 Safari/534.1.3",33229,(555)650 - 8302,2022-09-16T22:04:48Z,314 Lisa Plains Fake St.,legit
117.94.163.177,fake_cameron35@example.net,TX,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_7) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/31.0.881.0 Safari/534.2",33062,(555)829 - 3456,2022-08-07T08:54:15Z,981 Larsen Groves Fake St.,legit
34.200.166.234,fake_vbarton@example.net,NC,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/532.38.7 (KHTML, like Gecko) Version/5.1 Safari/532.38.7",33193,(555)859 - 3709,2022-12-13T07:51:55Z,64638 Coleman Land Fake St.,legit
52.45.157.24,fake_howardkaren@example.com,PA,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4; rv:1.9.4.20) Gecko/2014-10-22 13:48:22 Firefox/3.6.4,32303,(555)222 - 7605,2022-10-28T12:11:44Z,5343 Osborn Rue Fake St.,legit
74.122.138.105,fake_olivernatalie@example.com,HI,Mozilla/5.0 (Android 4.3.1; Mobile; rv:10.0) Gecko/10.0 Firefox/10.0,34302,(555)595 - 1992,2022-12-30T00:54:55Z,9580 Nicole Causeway Fake St.,legit
222.251.200.38,fake_kramos@example.net,TN,"Mozilla/5.0 (Linux; Android 3.2.6) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/23.0.888.0 Safari/533.2",32595,(555)550 - 5043,2022-06-05T16:32:26Z,614 Smith Shoals Fake St.,legit
101.57.120.110,fake_angelataylor@example.org,FL,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/28.0.883.0 Mobile/15K800 Safari/532.1",32381,(555)140 - 8585,2022-08-27T21:53:59Z,0639 Ramirez Wells Fake St.,legit
154.144.19.111,fake_larnold@example.org,NC,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_7; rv:1.9.3.20) Gecko/2016-08-13 06:15:35 Firefox/3.6.19,32685,(555)125 - 3631,2022-03-23T01:40:33Z,63489 Wright Isle Fake St.,legit
65.122.23.202,fake_ginahoffman@example.net,MD,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/535.34.5 (KHTML, like Gecko) Version/4.0.2 Safari/535.34.5",34306,(555)233 - 7583,2023-02-09T15:44:09Z,873 Mcconnell Park Fake St.,legit
65.252.13.251,fake_wendy14@example.net,TX,Mozilla/5.0 (Android 6.0.1; Mobile; rv:46.0) Gecko/46.0 Firefox/46.0,32748,(555)152 - 5516,2022-05-07T17:33:20Z,186 William Ford Fake St.,legit
119.68.125.176,fake_woodardmichael@example.com,TN,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/4.1),32590,(555)727 - 2930,2022-12-25T23:09:51Z,579 Ashley River Fake St.,legit
88.99.210.238,fake_kenneth41@example.com,LA,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/531.9.2 (KHTML, like Gecko) Version/5.0 Safari/531.9.2",34508,(555)699 - 4580,2022-11-20T18:31:01Z,02842 Patel Points Fake St.,legit
87.114.123.48,fake_reillynicole@example.org,MO,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/16.8t9081.0 Mobile/98X438 Safari/536.2",32716,(555)500 - 1254,2022-04-06T06:45:52Z,0798 Claire Circle Fake St.,legit
58.197.150.33,fake_lisajones@example.com,TX,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_5; rv:1.9.6.20) Gecko/2015-06-30 03:47:44 Firefox/3.8,33032,(555)978 - 5690,2022-05-22T10:28:27Z,857 Justin Locks Fake St.,legit
126.122.84.193,fake_kirbykevin@example.com,PA,Opera/8.69.(Windows 98; Win 9x 4.90; mr-IN) Presto/2.9.187 Version/11.00,32708,(555)564 - 1381,2022-12-26T00:48:59Z,3492 Alejandro Course Fake St.,legit
175.12.70.86,fake_april68@example.org,MI,"Mozilla/5.0 (iPad; CPU iPad OS 12_4 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/40.0.811.0 Mobile/60U155 Safari/534.0",34447,(555)271 - 5255,2023-01-09T06:51:55Z,7974 Hannah Prairie Fake St.,legit
143.58.77.192,fake_toddstein@example.com,WI,Opera/9.57.(Windows NT 6.2; id-ID) Presto/2.9.168 Version/10.00,33562,(555)884 - 8368,2022-09-03T04:24:49Z,4424 Clarence Coves Fake St.,legit
152.68.170.78,fake_smithkayla@example.net,WI,"Mozilla/5.0 (Linux; Android 4.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/58.0.876.0 Safari/535.1",32892,(555)159 - 1874,2022-08-04T20:07:37Z,8346 Boyer Camp Fake St.,legit
64.138.103.232,fake_nsummers@example.net,MO,Opera/9.97.(X11; Linux i686; csb-PL) Presto/2.9.187 Version/10.00,34061,(555)882 - 1820,2022-12-12T14:03:14Z,2336 Gregory View Fake St.,legit
180.162.23.41,fake_kmills@example.org,LA,Mozilla/5.0 (Android 4.1.2; Mobile; rv:29.0) Gecko/29.0 Firefox/29.0,34447,(555)543 - 6895,2022-12-11T17:43:24Z,141 Miller Glens Fake St.,legit
141.82.167.67,fake_dobrien@example.org,LA,Opera/9.51.(X11; Linux i686; sl-SI) Presto/2.9.173 Version/11.00,33318,(555)209 - 2545,2022-09-09T16:17:34Z,950 Jennifer Bridge Fake St.,legit
27.55.237.4,fake_cmoore@example.org,LA,"Mozilla/5.0 (Linux; Android 1.6) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/62.0.854.0 Safari/531.1",33546,(555)211 - 8709,2023-03-03T14:34:25Z,3580 Heather Place Fake St.,legit
144.48.19.255,fake_jbeard@example.org,FL,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/4.1),33188,(555)280 - 1236,2023-01-21T02:47:16Z,76197 Harris Flats Fake St.,legit
147.91.156.228,fake_jonessamuel@example.net,MI,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_7 rv:3.0; csb-PL) AppleWebKit/534.34.3 (KHTML, like Gecko) Version/4.1 Safari/534.34.3",32960,(555)756 - 2076,2022-03-18T14:40:02Z,991 Berger Loaf Fake St.,legit
31.246.27.93,fake_rkerr@example.org,NC,Opera/9.33.(X11; Linux x86_64; bo-CN) Presto/2.9.183 Version/10.00,33546,(555)111 - 7370,2022-11-14T06:22:21Z,94207 Janice Roads Fake St.,legit
184.206.210.55,fake_dlee@example.com,NC,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/60.0.869.0 Mobile/98B465 Safari/534.2",34814,(555)307 - 5717,2023-03-02T04:43:36Z,6687 Scott Spring Fake St.,legit
49.119.202.227,fake_candace48@example.com,IA,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_6 rv:6.0; iw-IL) AppleWebKit/534.14.6 (KHTML, like Gecko) Version/5.0 Safari/534.14.6",32703,(555)149 - 7698,2023-01-22T05:38:29Z,139 Baker Junction Fake St.,legit
205.30.97.58,fake_bryan30@example.net,NV,Opera/9.49.(X11; Linux x86_64; tr-TR) Presto/2.9.190 Version/12.00,32195,(555)432 - 2627,2022-05-02T14:23:26Z,47521 Jeremy Alley Fake St.,legit
171.57.246.49,fake_jasonruiz@example.org,WI,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/12.2h9756.0 Mobile/91I067 Safari/536.0",32479,(555)992 - 6188,2022-05-03T02:38:03Z,36299 Jessica Harbor Fake St.,legit
199.101.217.136,fake_nunezkathleen@example.com,FL,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_7; rv:1.9.6.20) Gecko/2011-05-27 06:53:46 Firefox/3.8,32050,(555)402 - 4057,2022-10-13T07:06:28Z,5447 Tara Fields Fake St.,legit
167.126.202.38,fake_farrelljohn@example.com,IA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4 rv:4.0; fr-FR) AppleWebKit/532.13.3 (KHTML, like Gecko) Version/4.0.3 Safari/532.13.3",34209,(555)999 - 6530,2022-10-22T22:18:30Z,1783 Ashley Well Fake St.,legit
32.204.190.201,fake_moorebrittany@example.org,NY,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; gv-GB) AppleWebKit/534.48.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6534.48.3",33746,(555)682 - 2541,2022-03-26T10:32:25Z,4896 Hicks Run Fake St.,legit
153.184.147.206,fake_jasmine03@example.com,LA,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2020-01-06 14:54:01 Firefox/3.6.19,33311,(555)405 - 7473,2023-01-27T04:53:22Z,23642 Robbins Mount Fake St.,legit
173.60.29.186,fake_ronaldrivas@example.com,LA,Mozilla/5.0 (Android 5.0; Mobile; rv:63.0) Gecko/63.0 Firefox/63.0,32094,(555)793 - 1595,2022-06-03T09:55:14Z,923 Dana Isle Fake St.,legit
125.123.166.226,fake_cookscott@example.com,MO,Opera/9.86.(X11; Linux i686; km-KH) Presto/2.9.174 Version/12.00,32830,(555)249 - 5850,2022-08-13T21:55:57Z,291 Kelly Track Fake St.,legit
135.254.115.76,fake_cynthia54@example.org,WY,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2011-02-06 20:24:04 Firefox/3.6.14,34361,(555)266 - 1257,2022-05-07T03:04:35Z,133 Morrow Crest Fake St.,legit
100.198.211.131,fake_collinskevin@example.net,CO,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/531.41.2 (KHTML, like Gecko) Version/5.0.5 Safari/531.41.2",34441,(555)149 - 6820,2022-12-11T07:55:30Z,01474 Bradley Curve Fake St.,legit
12.99.10.110,fake_gsanchez@example.net,PA,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/15.0.852.0 Safari/533.1",33730,(555)531 - 2560,2022-08-26T00:16:09Z,399 Ward Plaza Fake St.,legit
148.113.185.126,fake_johnsonryan@example.net,IA,Opera/9.55.(Windows NT 5.1; nb-NO) Presto/2.9.180 Version/11.00,33734,(555)172 - 8308,2022-04-09T02:18:36Z,904 Hart Loaf Fake St.,legit
116.164.166.77,fake_rbarnett@example.com,TX,Opera/9.79.(X11; Linux i686; eo-US) Presto/2.9.160 Version/12.00,33866,(555)638 - 7801,2022-06-07T10:29:56Z,14794 Matthew Trail Fake St.,legit
31.240.222.94,fake_turnermichael@example.org,LA,Opera/9.72.(X11; Linux i686; ga-IE) Presto/2.9.182 Version/12.00,33378,(555)152 - 2392,2022-09-04T15:59:35Z,81584 Walker Crossroad Fake St.,legit
108.105.112.145,fake_mollyperez@example.com,WY,Opera/8.86.(X11; Linux i686; ms-MY) Presto/2.9.183 Version/10.00,32761,(555)675 - 4019,2022-09-13T06:20:48Z,8270 Mejia Trail Fake St.,legit
147.6.212.59,fake_shenry@example.net,MO,Mozilla/5.0 (Android 9; Mobile; rv:45.0) Gecko/45.0 Firefox/45.0,34314,(555)807 - 8625,2022-05-25T11:57:42Z,7441 James Flat Fake St.,legit
9.51.230.229,fake_umaxwell@example.com,LA,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/5.0),33142,(555)346 - 5402,2022-10-06T00:07:41Z,5871 Alex Lakes Fake St.,legit
116.216.28.20,fake_farmerbryan@example.org,TN,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/31.0.844.0 Safari/534.0",33676,(555)414 - 7940,2022-03-28T23:46:14Z,243 Jesse Glen Fake St.,legit
213.186.146.222,fake_andersonpeter@example.org,LA,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_4) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/28.0.838.0 Safari/536.0",34628,(555)812 - 5957,2022-09-25T04:15:30Z,014 Juan Well Fake St.,legit
14.1.247.35,fake_lekimberly@example.org,LA,Opera/9.78.(X11; Linux i686; hne-IN) Presto/2.9.171 Version/10.00,33612,(555)330 - 2628,2023-01-23T10:35:56Z,9655 Blackwell Port Fake St.,legit
52.43.215.36,fake_gbradley@example.org,LA,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/16.0.836.0 Mobile/86T740 Safari/531.2",32519,(555)181 - 7441,2022-12-21T14:37:55Z,5447 Cassandra Keys Fake St.,legit
143.189.175.1,fake_melissalandry@example.com,OR,Opera/8.41.(X11; Linux i686; gu-IN) Presto/2.9.169 Version/11.00,32291,(555)950 - 1996,2022-11-06T02:40:02Z,104 Brandon Course Fake St.,legit
152.66.12.28,fake_portermary@example.net,IA,Opera/8.11.(Windows NT 5.2; gez-ER) Presto/2.9.190 Version/12.00,33118,(555)240 - 7067,2022-10-12T17:00:28Z,1332 Morgan Fall Fake St.,legit
213.86.59.108,fake_lmckee@example.net,PA,"Mozilla/5.0 (Linux; Android 4.0.2) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/62.0.822.0 Safari/533.1",32099,(555)431 - 3985,2023-01-23T18:07:18Z,1944 Kylie Overpass Fake St.,legit
79.5.124.94,fake_thomaspratt@example.com,AR,"Mozilla/5.0 (Windows CE) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/22.0.824.0 Safari/533.1",34518,(555)195 - 3385,2023-01-04T10:20:30Z,1593 Kenneth Loaf Fake St.,legit
131.225.233.206,fake_elizabethhooper@example.org,WI,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/11.4z2358.0 Mobile/78E668 Safari/534.2",33575,(555)725 - 5367,2022-11-29T19:08:01Z,239 Scott Islands Fake St.,legit
86.23.102.246,fake_nelsontina@example.org,TN,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/39.0.879.0 Safari/534.2",34713,(555)786 - 1392,2022-05-27T19:28:45Z,6948 Johnson Branch Fake St.,legit
209.153.143.5,fake_garrettjohnson@example.com,TN,Opera/8.54.(Windows NT 5.1; he-IL) Presto/2.9.165 Version/11.00,34332,(555)628 - 1109,2022-08-23T16:25:17Z,234 Christopher Circles Fake St.,legit
177.234.198.86,fake_peter60@example.com,PA,Opera/8.60.(X11; Linux x86_64; zu-ZA) Presto/2.9.167 Version/12.00,33324,(555)317 - 9149,2022-04-06T19:39:45Z,687 Gonzalez Mountains Fake St.,legit
69.125.57.198,fake_abigail02@example.com,LA,Mozilla/5.0 (Windows 98; Win 9x 4.90; fi-FI; rv:1.9.0.20) Gecko/2016-08-20 10:43:43 Firefox/3.8,34951,(555)108 - 8550,2022-09-20T06:34:13Z,9123 Patricia Prairie Fake St.,legit
90.88.108.106,fake_nmoran@example.net,PA,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; niu-NZ) AppleWebKit/531.4.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6531.4.3",34628,(555)201 - 6789,2023-01-01T15:42:51Z,972 Matthews Walks Fake St.,legit
102.242.140.117,fake_pvang@example.com,NY,Opera/8.54.(X11; Linux i686; ss-ZA) Presto/2.9.170 Version/11.00,32352,(555)927 - 7577,2022-12-27T20:16:53Z,9186 Devin Cape Fake St.,legit
156.13.143.13,fake_smithmichael@example.org,UT,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_0; rv:1.9.3.20) Gecko/2014-10-22 10:05:40 Firefox/10.0,33751,(555)240 - 7295,2022-05-30T20:58:57Z,31540 Marc Glen Fake St.,legit
6.121.60.134,fake_frazierangela@example.com,WI,"Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/46.0.815.0 Safari/536.2",34423,(555)933 - 6788,2022-06-26T01:29:46Z,72386 Kelly Ridges Fake St.,legit
3.89.117.181,fake_wendy14@example.net,NM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_9 rv:3.0; lt-LT) AppleWebKit/533.8.7 (KHTML, like Gecko) Version/4.0 Safari/533.8.7",32167,(555)500 - 8312,2022-06-02T16:01:02Z,7441 Torres Forges Fake St.,legit
165.79.54.121,fake_jennifer02@example.org,TX,Mozilla/5.0 (Android 2.2.1; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0,32176,(555)275 - 2655,2022-07-12T17:44:16Z,4004 Booth Row Fake St.,legit
31.169.198.236,fake_sbrown@example.org,PA,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/531.42.4 (KHTML, like Gecko) Version/4.0.3 Safari/531.42.4",32664,(555)108 - 2184,2023-02-24T23:09:31Z,746 Morris Village Fake St.,legit
195.134.69.19,fake_connerbrandon@example.org,WI,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_3) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/39.0.830.0 Safari/531.1",32050,(555)256 - 5689,2023-02-05T13:11:37Z,42053 Moreno Canyon Fake St.,legit
184.165.192.208,fake_christophergonzalez@example.net,LA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_9) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/16.0.809.0 Safari/535.2",33258,(555)791 - 2725,2022-08-02T04:40:07Z,903 Lindsey Meadow Fake St.,legit
104.242.177.85,fake_mauricebanks@example.net,MO,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/5.0),34059,(555)567 - 5605,2022-12-04T02:59:43Z,209 Hamilton Coves Fake St.,legit
57.137.49.24,fake_robinsonchristina@example.net,WI,Opera/9.24.(Windows NT 6.2; hu-HU) Presto/2.9.163 Version/12.00,33589,(555)579 - 9914,2022-03-27T15:36:09Z,472 Julian Fords Fake St.,legit
49.41.75.93,fake_ginadavis@example.org,MI,Opera/9.19.(X11; Linux i686; lb-LU) Presto/2.9.188 Version/10.00,34874,(555)989 - 8053,2022-10-04T04:18:15Z,2183 Garcia Viaduct Fake St.,legit
199.116.242.207,fake_kathryn76@example.org,TX,"Mozilla/5.0 (iPad; CPU iPad OS 12_4 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/41.0.805.0 Mobile/66Y346 Safari/532.0",32738,(555)625 - 8494,2022-10-16T10:21:03Z,3071 Jeanette Mountain Fake St.,legit
15.169.83.182,fake_garyowens@example.net,MO,Opera/9.33.(Windows 98; mi-NZ) Presto/2.9.171 Version/10.00,32628,(555)703 - 4918,2022-08-28T17:42:34Z,2593 Andrew Centers Fake St.,legit
175.160.118.6,fake_erindillon@example.net,WI,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; mt-MT) AppleWebKit/534.23.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6534.23.5",32049,(555)359 - 2500,2022-06-14T07:30:54Z,9448 Christina Course Fake St.,legit
31.157.68.60,fake_julie96@example.org,MI,Opera/9.97.(X11; Linux x86_64; cs-CZ) Presto/2.9.185 Version/12.00,33961,(555)911 - 3403,2022-04-03T06:29:27Z,3751 Thompson Knoll Fake St.,legit
160.204.130.207,fake_nathanielallen@example.org,TX,Opera/8.85.(Windows NT 4.0; pa-PK) Presto/2.9.176 Version/12.00,32051,(555)923 - 5870,2022-06-28T21:17:15Z,775 Daniel Unions Fake St.,legit
40.210.71.46,fake_tfranklin@example.org,LA,"Mozilla/5.0 (Linux; Android 3.2.4) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/46.0.885.0 Safari/535.0",34100,(555)362 - 7608,2022-04-18T06:56:50Z,545 Meyer Prairie Fake St.,legit
155.5.105.76,fake_alyssa53@example.com,LA,Opera/9.96.(X11; Linux x86_64; tl-PH) Presto/2.9.179 Version/12.00,32887,(555)242 - 1109,2022-04-02T03:30:44Z,3925 Amanda Parkways Fake St.,legit
143.45.99.214,fake_jeffreyschmidt@example.net,WI,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_0; rv:1.9.3.20) Gecko/2014-10-22 10:05:40 Firefox/10.0,32051,(555)932 - 8348,2022-04-27T15:59:29Z,473 Good Rapid Fake St.,legit
188.52.199.97,fake_parkergary@example.com,LA,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/51.0.887.0 Safari/532.1",33457,(555)165 - 9561,2022-04-26T06:13:09Z,4162 Moon Port Fake St.,legit
13.177.159.174,fake_sabrina02@example.net,IA,"Mozilla/5.0 (Linux; Android 4.4.4) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/18.0.852.0 Safari/535.0",34732,(555)735 - 9837,2022-12-31T00:38:09Z,31906 Smith Turnpike Fake St.,legit
134.109.236.38,fake_nathan80@example.com,WY,Opera/8.93.(Windows NT 5.1; pl-PL) Presto/2.9.170 Version/12.00,32176,(555)668 - 9564,2022-12-10T18:22:57Z,7051 Michael Tunnel Fake St.,legit
223.231.98.59,fake_kathleen38@example.org,LA,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/27.0.846.0 Safari/534.2",34368,(555)202 - 5073,2022-11-13T00:42:12Z,29113 Seth Square Fake St.,legit
195.167.113.141,fake_robertmarshall@example.net,OR,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/51.0.895.0 Mobile/83M479 Safari/534.0",32871,(555)590 - 7971,2022-08-07T07:19:26Z,026 Strickland Heights Fake St.,legit
91.206.100.72,fake_darinrice@example.net,TX,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.22.3 (KHTML, like Gecko) Version/4.0 Safari/531.22.3",33332,(555)657 - 2585,2023-02-13T06:27:54Z,341 Campbell Pike Fake St.,legit
30.192.141.157,fake_marybates@example.com,PA,Mozilla/5.0 (Android 3.2.4; Mobile; rv:8.0) Gecko/8.0 Firefox/8.0,33694,(555)610 - 9994,2022-07-30T00:41:18Z,68116 Karla Station Fake St.,legit
80.182.190.13,fake_christopher15@example.net,PA,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/58.0.891.0 Mobile/00W957 Safari/535.1",33734,(555)282 - 6173,2022-11-21T17:16:43Z,2046 John Mountains Fake St.,legit
37.146.87.239,fake_hgray@example.org,IA,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/16.8i0336.0 Mobile/14N505 Safari/533.1",33704,(555)179 - 8450,2022-10-23T18:49:48Z,097 Martinez Ferry Fake St.,legit
5.155.243.174,fake_megan98@example.com,AL,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; es-US) AppleWebKit/531.38.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6531.38.6",32624,(555)790 - 3851,2022-03-22T10:50:58Z,25660 Angela Meadow Fake St.,legit
222.187.223.71,fake_eholloway@example.net,WI,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/47.0.844.0 Safari/534.2",32397,(555)691 - 3142,2022-07-15T08:47:12Z,4445 Hamilton Skyway Fake St.,legit
198.48.248.164,fake_yuadam@example.net,TN,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/3.0),32027,(555)793 - 5891,2023-02-22T04:03:55Z,4509 Kimberly Branch Fake St.,legit
215.219.206.21,fake_carpentermary@example.com,WY,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.0),34083,(555)192 - 4539,2023-01-14T02:25:10Z,6173 Adam Mews Fake St.,legit
44.43.168.225,fake_wallacedeanna@example.net,LA,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_3; rv:1.9.3.20) Gecko/2010-02-15 18:32:08 Firefox/3.6.19,34807,(555)550 - 5043,2022-09-30T05:08:22Z,4894 Michael Ramp Fake St.,legit
171.66.249.127,fake_bphillips@example.com,TN,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/535.42.6 (KHTML, like Gecko) Version/4.0 Safari/535.42.6",34628,(555)853 - 4276,2022-11-26T19:01:46Z,890 Deanna Square Fake St.,legit
223.48.158.87,fake_brandy49@example.org,IA,Opera/9.21.(Windows 98; Win 9x 4.90; kk-KZ) Presto/2.9.176 Version/12.00,34491,(555)395 - 1927,2022-07-07T09:27:24Z,2250 Elizabeth Key Fake St.,legit
39.232.153.134,fake_gilljames@example.org,NC,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/61.0.887.0 Safari/534.0",34654,(555)504 - 9321,2023-01-27T06:20:52Z,1805 Byrd Manor Fake St.,legit
94.56.198.77,fake_xtorres@example.org,OR,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/60.0.837.0 Safari/534.1",32753,(555)559 - 9387,2023-01-04T09:55:18Z,05599 Nichols Drive Fake St.,legit
4.187.211.127,fake_lisajones@example.com,WA,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; tn-ZA) AppleWebKit/534.44.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6534.44.3",32335,(555)501 - 5175,2022-12-06T12:29:33Z,564 Gentry Passage Fake St.,legit
15.195.23.166,fake_jeffrey52@example.com,LA,Mozilla/5.0 (Windows NT 6.2; om-ET; rv:1.9.1.20) Gecko/2013-03-18 21:26:56 Firefox/3.8,34048,(555)325 - 4869,2023-03-05T03:19:12Z,83810 Anthony Lodge Fake St.,legit
152.171.95.91,fake_kennedyjesse@example.com,PA,Mozilla/5.0 (Android 2.2.2; Mobile; rv:5.0) Gecko/5.0 Firefox/5.0,34451,(555)532 - 8366,2022-05-27T13:01:52Z,8748 Jones Locks Fake St.,legit
213.145.35.161,fake_erika34@example.org,CO,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_4 rv:2.0; be-BY) AppleWebKit/533.43.5 (KHTML, like Gecko) Version/4.0.3 Safari/533.43.5",32282,(555)491 - 5118,2022-11-15T13:30:36Z,2640 Brandon Port Fake St.,legit
