first_name,last_name,date_of_birth,incident_severity,num_vehicles_involved,num_injuries,num_witnesses,police_report_available,injury_claim,vehicle_claim,incident_hour,customer_age,policy_deductable,policy_annual_premium,num_claims_past_year,EVENT_LABEL,EVENT_TIMESTAMP,EVENT_ID,ENTITY_TYPE,ENTITY_ID,policy_id,incident_type,LABEL_TIMESTAMP
Zachary,Cantu,1987-11-10,5.0,2.0,4.0,2.0,0.0,5546.0,6584.0,4.0,50.0,583.0,1663.0,3.0,legit,2022-04-06T06:24:11Z,1770d376-4845-437d-a711-653aa99c781a,customer,d903-14982276,1770d376-4845-437d-a711-653aa99c781a,collision,2023-03-06T15:05:50Z
Crystal,Hendricks,1915-10-21,4.0,2.0,5.0,2.0,0.0,7635.0,7329.0,4.0,52.0,429.0,2036.0,4.0,legit,2022-03-29T19:03:40Z,8e65e286-2a29-4b6e-969e-10581caf313b,customer,c849-92119911,8e65e286-2a29-4b6e-969e-10581caf313b,theft,2023-03-06T15:05:50Z
Christine,Waller,1989-10-04,3.0,2.0,4.0,2.0,0.0,8808.0,6282.0,6.0,43.0,512.0,2246.0,5.0,legit,2022-10-25T13:49:55Z,81b10688-ece7-436e-b803-6556c2561eaf,customer,d104-16278425,81b10688-ece7-436e-b803-6556c2561eaf,breakin,2023-03-06T15:05:50Z
Karl,Benjamin,1925-05-05,6.0,3.0,4.0,2.0,0.0,5790.0,6139.0,8.0,55.0,575.0,1773.0,4.0,legit,2022-05-18T08:38:57Z,f43f74a6-7bf4-4368-901c-834479fc8e9b,customer,b418-58230436,f43f74a6-7bf4-4368-901c-834479fc8e9b,breakin,2023-03-06T15:05:50Z
Olivia,Poole,1982-04-21,6.0,2.0,5.0,1.0,0.0,9984.0,2525.0,13.0,39.0,616.0,3325.0,2.0,legit,2022-09-25T11:51:06Z,8cd75e01-35a3-465a-9a7f-84f81678cc11,customer,b529-29313917,8cd75e01-35a3-465a-9a7f-84f81678cc11,collision,2023-03-06T15:05:50Z
Chad,Bates,1960-01-12,6.0,2.0,3.0,2.0,0.0,9429.0,3307.0,11.0,35.0,497.0,1946.0,4.0,legit,2022-12-16T12:41:28Z,fcbebf0d-70fa-4269-b54e-e91a309f6c15,customer,a175-47400088,fcbebf0d-70fa-4269-b54e-e91a309f6c15,theft,2023-03-06T15:05:50Z
Colleen,Gonzales,1956-02-02,5.0,2.0,2.0,3.0,0.0,11162.0,4003.0,13.0,36.0,425.0,2322.0,4.0,legit,2022-08-28T18:34:35Z,44b69425-ec08-4cf0-959e-2643e396ba13,customer,c564-15582691,44b69425-ec08-4cf0-959e-2643e396ba13,breakin,2023-03-06T15:05:50Z
Breanna,Stafford,1975-06-11,5.0,2.0,2.0,2.0,0.0,10013.0,3547.0,17.0,42.0,469.0,2168.0,3.0,legit,2022-10-16T09:01:07Z,7fe53836-397b-4d0d-9a3d-c664fd6a3ca8,customer,c784-55819131,7fe53836-397b-4d0d-9a3d-c664fd6a3ca8,breakin,2023-03-06T15:05:50Z
Stacy,Robertson,1934-12-11,5.0,3.0,6.0,3.0,0.0,8435.0,5072.0,15.0,28.0,505.0,2451.0,5.0,legit,2023-02-04T08:10:23Z,80739982-249f-4f79-bd0e-24f932d816c1,customer,c806-07160538,80739982-249f-4f79-bd0e-24f932d816c1,theft,2023-03-06T15:05:50Z
Karla,Bond,1968-08-05,3.0,2.0,5.0,2.0,0.0,14398.0,4533.0,14.0,31.0,569.0,3308.0,3.0,legit,2023-01-04T22:02:53Z,42b8513e-180c-42f2-9b5e-50c12c61df7d,customer,a159-50074249,42b8513e-180c-42f2-9b5e-50c12c61df7d,breakin,2023-03-06T15:05:50Z
Kerri,Acosta,2005-07-10,6.0,2.0,2.0,3.0,0.0,6646.0,6630.0,5.0,55.0,422.0,1705.0,4.0,legit,2022-08-12T20:30:54Z,b6752865-e65d-4ead-8a4c-ffa6a8bd3bc3,customer,a986-83044760,b6752865-e65d-4ead-8a4c-ffa6a8bd3bc3,breakin,2023-03-06T15:05:50Z
Linda,Blanchard,2019-12-16,5.0,3.0,3.0,1.0,0.0,7272.0,6283.0,12.0,50.0,648.0,2423.0,5.0,legit,2022-08-04T00:45:50Z,d88f6454-d9da-4931-8116-2338da7df986,customer,b398-75865851,d88f6454-d9da-4931-8116-2338da7df986,theft,2023-03-06T15:05:50Z
Mandy,Francis,1928-01-15,5.0,2.0,4.0,1.0,0.0,8682.0,4767.0,8.0,42.0,380.0,2444.0,6.0,legit,2023-02-02T17:18:42Z,afc8306f-d97d-4499-ac77-880f0bb5021c,customer,c772-85666153,afc8306f-d97d-4499-ac77-880f0bb5021c,breakin,2023-03-06T15:05:50Z
Tina,Blankenship,1976-12-18,3.0,2.0,4.0,2.0,0.0,13612.0,4393.0,12.0,36.0,461.0,2962.0,3.0,legit,2023-01-15T10:39:47Z,60d153c2-899f-4976-a130-40b8785f3b54,customer,c291-49636242,60d153c2-899f-4976-a130-40b8785f3b54,theft,2023-03-06T15:05:50Z
Collin,Lozano,1934-04-02,5.0,3.0,3.0,2.0,0.0,8879.0,3589.0,10.0,44.0,658.0,2599.0,3.0,legit,2022-05-05T00:25:25Z,0be06331-c0b0-4f49-80e8-2411625b35da,customer,b497-36668302,0be06331-c0b0-4f49-80e8-2411625b35da,theft,2023-03-06T15:05:50Z
Frances,Long,1918-09-09,4.0,2.0,4.0,2.0,0.0,12098.0,4375.0,12.0,43.0,629.0,3171.0,4.0,legit,2022-08-06T18:54:39Z,4ac68607-d646-4c4d-9fc9-97b69b0312a6,customer,c918-73165644,4ac68607-d646-4c4d-9fc9-97b69b0312a6,theft,2023-03-06T15:05:50Z
Ellen,Cooper,1945-07-07,4.0,2.0,3.0,2.0,0.0,8365.0,6767.0,9.0,52.0,515.0,2453.0,5.0,legit,2022-07-08T10:50:41Z,c777b410-7e13-4d0f-8c3c-8ae6eb03687c,customer,d443-31278277,c777b410-7e13-4d0f-8c3c-8ae6eb03687c,theft,2023-03-06T15:05:50Z
Mikayla,Horton,1995-06-27,4.0,2.0,3.0,2.0,0.0,11027.0,3238.0,13.0,35.0,438.0,2350.0,3.0,legit,2023-02-17T14:36:29Z,b7164070-8475-4e9f-ac00-2db6e828f792,customer,c700-47701048,b7164070-8475-4e9f-ac00-2db6e828f792,theft,2023-03-06T15:05:50Z
George,Durham,2001-08-26,4.0,2.0,2.0,2.0,0.0,7356.0,5804.0,10.0,57.0,564.0,2362.0,5.0,legit,2023-02-25T03:43:45Z,b1579b0a-0256-4900-bfff-a8c207a82fc9,customer,c751-12972471,b1579b0a-0256-4900-bfff-a8c207a82fc9,breakin,2023-03-06T15:05:50Z
Gwendolyn,Vaughn,1988-02-11,5.0,2.0,4.0,2.0,0.0,9213.0,3364.0,7.0,33.0,445.0,2906.0,1.0,legit,2022-11-23T12:19:04Z,df4ae803-d863-4392-a8e2-2c9cf3c24cfd,customer,b536-55900790,df4ae803-d863-4392-a8e2-2c9cf3c24cfd,collision,2023-03-06T15:05:50Z
Howard,Logan,1949-09-03,4.0,2.0,4.0,1.0,0.0,9908.0,4160.0,14.0,46.0,633.0,2169.0,7.0,legit,2023-01-18T21:43:44Z,85b7823e-bee2-4af3-9805-67b9acdb58ac,customer,d598-70551507,85b7823e-bee2-4af3-9805-67b9acdb58ac,breakin,2023-03-06T15:05:50Z
Julie,Murphy,1971-10-25,4.0,3.0,3.0,2.0,0.0,12718.0,3755.0,15.0,38.0,553.0,3049.0,5.0,legit,2023-01-08T23:31:02Z,2141286c-4aea-4c8b-bb4c-ab161ad35700,customer,a849-45723146,2141286c-4aea-4c8b-bb4c-ab161ad35700,breakin,2023-03-06T15:05:50Z
Sara,Mcclain,1934-09-21,5.0,2.0,4.0,1.0,0.0,11581.0,4421.0,11.0,56.0,600.0,2699.0,4.0,legit,2022-09-30T07:28:53Z,ef7428dc-ded1-49ad-b531-20ce0e5c9b77,customer,d806-04900430,ef7428dc-ded1-49ad-b531-20ce0e5c9b77,breakin,2023-03-06T15:05:50Z
Kristin,Mcgee,1937-12-19,6.0,2.0,5.0,2.0,0.0,10968.0,5235.0,10.0,46.0,662.0,2095.0,6.0,legit,2023-01-31T10:02:14Z,1c774898-a462-4372-b934-11e6111af1de,customer,b284-44579766,1c774898-a462-4372-b934-11e6111af1de,breakin,2023-03-06T15:05:50Z
Mariah,Newman,1927-12-07,4.0,3.0,3.0,2.0,0.0,6573.0,6098.0,11.0,48.0,515.0,1543.0,4.0,legit,2023-02-04T14:28:31Z,1613cdab-b13e-4396-9a45-ccc94aed9a9a,customer,d642-31533437,1613cdab-b13e-4396-9a45-ccc94aed9a9a,collision,2023-03-06T15:05:50Z
Wesley,Hamilton,2012-08-04,4.0,3.0,3.0,2.0,0.0,12169.0,2815.0,22.0,39.0,430.0,3227.0,4.0,legit,2022-12-09T00:55:40Z,8cb08d6d-af8a-4d04-88f5-4fc430192272,customer,b580-96076611,8cb08d6d-af8a-4d04-88f5-4fc430192272,breakin,2023-03-06T15:05:50Z
Raymond,Bird,1965-07-28,5.0,3.0,3.0,3.0,0.0,4373.0,5879.0,9.0,47.0,570.0,1921.0,6.0,legit,2022-04-05T06:14:04Z,f832cbbb-55c1-44b7-bca4-fa96414decd4,customer,c998-72741193,f832cbbb-55c1-44b7-bca4-fa96414decd4,breakin,2023-03-06T15:05:50Z
Desiree,Mcconnell,1930-08-11,4.0,3.0,3.0,2.0,0.0,11556.0,3758.0,12.0,38.0,625.0,2755.0,2.0,legit,2023-02-13T16:37:33Z,16b4488e-6bbf-4c3c-a80b-cf09398878ca,customer,c062-55110567,16b4488e-6bbf-4c3c-a80b-cf09398878ca,collision,2023-03-06T15:05:50Z
Jackie,Leblanc,1934-06-10,6.0,3.0,4.0,2.0,0.0,4951.0,6316.0,7.0,59.0,505.0,2486.0,4.0,legit,2022-03-10T17:39:37Z,92e237e6-72d7-453f-bc83-365fa9ed6dd3,customer,b495-90282027,92e237e6-72d7-453f-bc83-365fa9ed6dd3,collision,2023-03-06T15:05:50Z
Tamara,Barker,1988-11-03,6.0,2.0,4.0,2.0,0.0,9416.0,2165.0,13.0,38.0,491.0,2270.0,4.0,legit,2023-02-16T09:51:46Z,18c55403-c22b-493e-be4f-d6d09b37aa67,customer,d605-36839206,18c55403-c22b-493e-be4f-d6d09b37aa67,collision,2023-03-06T15:05:50Z
Sara,Pena,1952-07-06,5.0,2.0,3.0,2.0,0.0,10395.0,3469.0,12.0,34.0,562.0,2432.0,4.0,legit,2022-11-09T02:51:05Z,f0467499-5e33-489b-b75b-d6bfe55ee852,customer,b579-53376838,f0467499-5e33-489b-b75b-d6bfe55ee852,breakin,2023-03-06T15:05:50Z
Sandra,Novak,1997-10-04,4.0,3.0,4.0,2.0,0.0,6272.0,4717.0,6.0,48.0,644.0,2217.0,4.0,legit,2022-10-05T13:40:55Z,bc816b09-a364-40c0-b0ac-5b501b0a04cd,customer,d937-19568501,bc816b09-a364-40c0-b0ac-5b501b0a04cd,theft,2023-03-06T15:05:50Z
Darlene,Phillips,1983-05-03,6.0,2.0,3.0,2.0,0.0,7880.0,4929.0,10.0,50.0,677.0,2236.0,5.0,legit,2022-10-08T02:58:00Z,26d3851d-04c1-4d21-8b0a-40685b9cb3d6,customer,c164-91703629,26d3851d-04c1-4d21-8b0a-40685b9cb3d6,theft,2023-03-06T15:05:50Z
Wesley,Schwartz,2007-11-23,5.0,2.0,5.0,1.0,0.0,5793.0,5733.0,9.0,49.0,475.0,2413.0,4.0,legit,2022-05-27T16:24:10Z,44d7c619-c013-4cc4-bc49-9d7f982e9519,customer,b585-33954273,44d7c619-c013-4cc4-bc49-9d7f982e9519,theft,2023-03-06T15:05:50Z
Anna,Cherry,1951-03-19,6.0,2.0,5.0,2.0,0.0,8110.0,3891.0,12.0,38.0,653.0,2946.0,4.0,legit,2022-04-22T23:53:43Z,366b9ca2-e4c6-407a-ba04-fb0a4418ac05,customer,d476-27509889,366b9ca2-e4c6-407a-ba04-fb0a4418ac05,theft,2023-03-06T15:05:50Z
Clayton,Benitez,2014-04-28,4.0,2.0,3.0,2.0,0.0,10933.0,3797.0,11.0,34.0,462.0,2791.0,3.0,legit,2022-12-14T05:58:41Z,79beba06-9c6e-47c3-9d92-5468899fb9a1,customer,c899-71993318,79beba06-9c6e-47c3-9d92-5468899fb9a1,collision,2023-03-06T15:05:50Z
Frank,Hoover,1999-03-11,6.0,2.0,2.0,3.0,0.0,6168.0,4983.0,10.0,46.0,438.0,1959.0,3.0,legit,2022-10-08T02:44:52Z,a4cc52bc-fc73-4b15-9891-b88e383961a1,customer,d758-80305649,a4cc52bc-fc73-4b15-9891-b88e383961a1,theft,2023-03-06T15:05:50Z
Howard,Huffman,1963-08-25,4.0,2.0,4.0,2.0,0.0,11440.0,4565.0,11.0,31.0,392.0,2822.0,4.0,legit,2022-04-16T20:53:57Z,2973d6dd-3d8c-40fc-a527-0175ba44df20,customer,d729-33136035,2973d6dd-3d8c-40fc-a527-0175ba44df20,collision,2023-03-06T15:05:50Z
Brooke,Clark,1987-07-02,5.0,3.0,3.0,2.0,0.0,9493.0,4572.0,14.0,41.0,537.0,2996.0,3.0,legit,2023-02-03T12:46:01Z,4aed43cd-5915-45f2-921f-7e73f56657c3,customer,b677-21017465,4aed43cd-5915-45f2-921f-7e73f56657c3,theft,2023-03-06T15:05:50Z
Bernard,Byrd,1974-08-23,4.0,3.0,3.0,2.0,0.0,10580.0,5203.0,13.0,44.0,596.0,3002.0,4.0,legit,2022-06-27T19:42:06Z,de9ca588-e6c6-482c-9906-16845d4f978e,customer,b743-20379351,de9ca588-e6c6-482c-9906-16845d4f978e,theft,2023-03-06T15:05:50Z
Johnathan,Gould,1942-09-24,5.0,2.0,4.0,1.0,0.0,7301.0,4620.0,7.0,54.0,618.0,3011.0,4.0,legit,2022-09-07T04:58:43Z,72288ddb-efa2-4ac7-b3f5-bccd501a06bc,customer,c403-92843186,72288ddb-efa2-4ac7-b3f5-bccd501a06bc,theft,2023-03-06T15:05:50Z
Vernon,Bender,1974-08-17,6.0,2.0,4.0,2.0,0.0,10207.0,2588.0,13.0,39.0,487.0,2611.0,2.0,legit,2023-02-07T07:06:32Z,fc537de7-9823-457a-a988-840ab8bc4eb5,customer,c953-54197413,fc537de7-9823-457a-a988-840ab8bc4eb5,theft,2023-03-06T15:05:50Z
Brooke,Chapman,1950-12-03,4.0,2.0,4.0,1.0,0.0,14585.0,4037.0,12.0,39.0,736.0,3499.0,3.0,legit,2023-01-29T17:41:28Z,eb840627-7a96-4b45-8e7f-c2be9038fa04,customer,c231-84242678,eb840627-7a96-4b45-8e7f-c2be9038fa04,collision,2023-03-06T15:05:50Z
Manuel,Clay,1936-10-20,4.0,2.0,4.0,1.0,0.0,8378.0,5161.0,8.0,55.0,566.0,3032.0,4.0,legit,2022-07-10T23:07:09Z,88bd62f4-3e34-4325-a0ad-9a375480a8d7,customer,b309-15731813,88bd62f4-3e34-4325-a0ad-9a375480a8d7,collision,2023-03-06T15:05:50Z
Wyatt,Lloyd,1982-06-20,5.0,2.0,4.0,2.0,0.0,7000.0,4469.0,9.0,29.0,470.0,1801.0,3.0,legit,2022-03-13T13:21:04Z,2c19c8d3-82ce-4d4b-ab16-08210a7fcd3c,customer,d341-40380532,2c19c8d3-82ce-4d4b-ab16-08210a7fcd3c,theft,2023-03-06T15:05:50Z
Yesenia,Murray,1952-10-10,5.0,2.0,4.0,2.0,0.0,7935.0,5683.0,7.0,56.0,544.0,2629.0,5.0,legit,2022-05-17T15:32:57Z,e638001d-b5f6-4440-aa11-3f7a4723744f,customer,a657-89674636,e638001d-b5f6-4440-aa11-3f7a4723744f,collision,2023-03-06T15:05:50Z
Daryl,Howard,1918-09-03,6.0,2.0,4.0,3.0,0.0,9902.0,6035.0,10.0,47.0,669.0,1841.0,6.0,legit,2022-05-02T15:23:11Z,99120e60-8aa0-4869-ab34-afcb9a43eab1,customer,c435-82666963,99120e60-8aa0-4869-ab34-afcb9a43eab1,collision,2023-03-06T15:05:50Z
Corey,Barnes,1938-10-26,4.0,3.0,5.0,2.0,0.0,6292.0,5498.0,8.0,36.0,562.0,1929.0,5.0,legit,2023-01-20T13:44:41Z,c4d59c07-a3e2-4f0e-af6a-5e7957549d98,customer,a092-99456555,c4d59c07-a3e2-4f0e-af6a-5e7957549d98,theft,2023-03-06T15:05:50Z
Tim,Lindsey,1933-12-29,4.0,2.0,5.0,2.0,0.0,13268.0,3448.0,13.0,36.0,506.0,2985.0,3.0,legit,2022-10-21T04:30:44Z,e444cc88-0263-4f72-98f4-3a4cbb327a21,customer,a512-32942942,e444cc88-0263-4f72-98f4-3a4cbb327a21,theft,2023-03-06T15:05:50Z
Rachel,Briggs,1983-12-28,5.0,2.0,4.0,2.0,0.0,5377.0,7849.0,0.0,50.0,551.0,2011.0,5.0,legit,2022-03-07T12:10:20Z,a0ca504f-850d-41e3-85fa-c078b3f17144,customer,c392-05557558,a0ca504f-850d-41e3-85fa-c078b3f17144,breakin,2023-03-06T15:05:50Z
Alyssa,Garza,1956-09-21,5.0,2.0,3.0,2.0,0.0,5425.0,5204.0,8.0,44.0,592.0,2072.0,5.0,legit,2023-01-18T15:27:46Z,627322ea-a691-4ea9-a45c-6c1e45ec6a26,customer,c273-01841328,627322ea-a691-4ea9-a45c-6c1e45ec6a26,breakin,2023-03-06T15:05:50Z
Alejandra,Fleming,2000-12-24,5.0,2.0,4.0,2.0,0.0,10310.0,4851.0,16.0,36.0,517.0,3088.0,3.0,legit,2022-03-10T00:12:12Z,38b8640f-442a-4e3c-b372-86c7e96ad233,customer,d205-77648560,38b8640f-442a-4e3c-b372-86c7e96ad233,breakin,2023-03-06T15:05:50Z
Tanya,Clay,1973-02-15,6.0,2.0,4.0,1.0,0.0,9808.0,3561.0,8.0,43.0,527.0,2595.0,7.0,legit,2022-04-17T00:19:02Z,9d21218a-0d67-43e5-ac34-33aec88cfad2,customer,c221-54702198,9d21218a-0d67-43e5-ac34-33aec88cfad2,breakin,2023-03-06T15:05:50Z
Desiree,Odom,2012-10-23,6.0,2.0,3.0,1.0,0.0,10076.0,3665.0,12.0,53.0,763.0,4058.0,2.0,legit,2023-03-05T10:21:36Z,2f1868ef-fafa-4e76-97eb-34d9b241436e,customer,b060-27199147,2f1868ef-fafa-4e76-97eb-34d9b241436e,theft,2023-03-06T15:05:50Z
Edwin,Hunt,2013-08-19,4.0,3.0,4.0,1.0,0.0,7890.0,4218.0,11.0,41.0,601.0,2156.0,4.0,legit,2022-05-23T22:59:46Z,9986ffe1-38d1-45fa-935b-7cfdcb9c2b0d,customer,c737-84593549,9986ffe1-38d1-45fa-935b-7cfdcb9c2b0d,breakin,2023-03-06T15:05:50Z
Megan,Ayers,1946-01-24,4.0,2.0,4.0,2.0,0.0,12001.0,3696.0,11.0,39.0,433.0,2753.0,2.0,legit,2022-11-16T11:48:04Z,5698c377-cbd7-47e5-923a-46fb79b68b09,customer,a260-23767015,5698c377-cbd7-47e5-923a-46fb79b68b09,breakin,2023-03-06T15:05:50Z
Mario,Yates,1922-10-17,3.0,2.0,4.0,2.0,0.0,14064.0,5092.0,14.0,28.0,429.0,3086.0,3.0,legit,2022-06-27T23:57:35Z,1bc7621b-c45e-45da-9ff3-9deab0856709,customer,d494-82712294,1bc7621b-c45e-45da-9ff3-9deab0856709,theft,2023-03-06T15:05:50Z
Terrance,Brennan,1970-07-31,6.0,2.0,4.0,3.0,0.0,7942.0,6394.0,7.0,43.0,669.0,1805.0,6.0,legit,2022-04-22T17:51:28Z,722743ea-f4c3-4442-8e8f-5d5d82794a07,customer,a375-03663335,722743ea-f4c3-4442-8e8f-5d5d82794a07,theft,2023-03-06T15:05:50Z
Brooke,Acevedo,1967-02-09,3.0,2.0,4.0,2.0,0.0,5516.0,6798.0,6.0,48.0,520.0,2224.0,4.0,legit,2023-01-31T14:34:18Z,4855afd1-c9c0-4666-9788-75afa23a5e9a,customer,d323-30726878,4855afd1-c9c0-4666-9788-75afa23a5e9a,breakin,2023-03-06T15:05:50Z
Lawrence,Sutton,2012-08-04,6.0,2.0,5.0,2.0,0.0,7490.0,3108.0,13.0,40.0,422.0,3008.0,4.0,legit,2022-09-11T19:52:37Z,40ed9029-9743-4df8-9986-58e6450c8151,customer,d596-49716734,40ed9029-9743-4df8-9986-58e6450c8151,breakin,2023-03-06T15:05:50Z
Howard,Mann,1958-06-26,4.0,2.0,3.0,1.0,0.0,13080.0,4811.0,12.0,41.0,724.0,3450.0,3.0,legit,2022-04-05T06:46:47Z,a1cf63dd-b377-4489-8df1-c67fb3eec7ac,customer,d934-00626025,a1cf63dd-b377-4489-8df1-c67fb3eec7ac,collision,2023-03-06T15:05:50Z
Bonnie,Wilcox,1985-03-31,3.0,3.0,6.0,1.0,0.0,8759.0,3757.0,9.0,44.0,469.0,2525.0,5.0,legit,2023-01-22T12:36:47Z,8f70c896-112e-4050-ac2f-750eaafd2a97,customer,b751-31666065,8f70c896-112e-4050-ac2f-750eaafd2a97,collision,2023-03-06T15:05:50Z
Chelsea,Sellers,1973-11-27,5.0,2.0,3.0,2.0,0.0,6800.0,7145.0,8.0,42.0,432.0,1792.0,5.0,legit,2022-10-20T11:48:17Z,a3041cca-fdb9-49e8-920b-d478c24eaec8,customer,a049-19583265,a3041cca-fdb9-49e8-920b-d478c24eaec8,breakin,2023-03-06T15:05:50Z
Rhonda,Daugherty,2017-01-01,4.0,3.0,4.0,3.0,0.0,5885.0,6954.0,8.0,52.0,784.0,1459.0,3.0,legit,2022-07-10T03:50:24Z,8da60d47-64cc-4c06-94b3-233e5a6e1105,customer,a619-67715909,8da60d47-64cc-4c06-94b3-233e5a6e1105,breakin,2023-03-06T15:05:50Z
Isabella,Hayden,1919-02-01,5.0,2.0,3.0,2.0,0.0,7839.0,5343.0,9.0,60.0,624.0,2769.0,4.0,legit,2022-12-01T05:38:58Z,5d0062e5-f723-4051-b7f8-df9d8cafb3d8,customer,a730-18520282,5d0062e5-f723-4051-b7f8-df9d8cafb3d8,collision,2023-03-06T15:05:50Z
Clarence,Payne,1906-03-05,6.0,3.0,4.0,2.0,0.0,7957.0,4429.0,17.0,31.0,510.0,2511.0,3.0,legit,2022-04-03T21:00:18Z,1b4c476d-d93d-4eb0-94f4-c4bb40f09c84,customer,a295-22904774,1b4c476d-d93d-4eb0-94f4-c4bb40f09c84,collision,2023-03-06T15:05:50Z
Kristin,Hutchinson,2018-07-12,3.0,3.0,4.0,2.0,0.0,3900.0,6683.0,8.0,49.0,439.0,2027.0,3.0,legit,2022-05-24T06:13:45Z,4fdb9677-1d81-4fc4-a0c0-2b91d2dbe0f0,customer,c994-29317626,4fdb9677-1d81-4fc4-a0c0-2b91d2dbe0f0,breakin,2023-03-06T15:05:50Z
Lucas,Woodard,2003-05-01,7.0,2.0,6.0,3.0,0.0,6253.0,6533.0,4.0,40.0,577.0,2260.0,7.0,legit,2022-08-17T21:50:32Z,05aaefd7-ffa6-48d7-a3ee-a995d69b02bd,customer,b596-19302567,05aaefd7-ffa6-48d7-a3ee-a995d69b02bd,breakin,2023-03-06T15:05:50Z
Clinton,Landry,2021-01-11,3.0,3.0,4.0,1.0,0.0,14357.0,2371.0,15.0,27.0,593.0,2182.0,4.0,legit,2022-04-27T22:21:03Z,67aaa92e-9340-48b2-b4fc-f7707e5abd5b,customer,a104-59470213,67aaa92e-9340-48b2-b4fc-f7707e5abd5b,theft,2023-03-06T15:05:50Z
Michaela,Dillon,1996-05-09,5.0,2.0,3.0,2.0,0.0,5992.0,5215.0,8.0,48.0,430.0,2757.0,6.0,legit,2022-08-11T21:06:47Z,b1e01a3d-414a-42c3-8ab1-db3b69453461,customer,a887-72591029,b1e01a3d-414a-42c3-8ab1-db3b69453461,theft,2023-03-06T15:05:50Z
Julian,Peterson,1946-09-04,5.0,2.0,3.0,2.0,0.0,9162.0,5832.0,10.0,50.0,575.0,1529.0,5.0,legit,2022-06-14T15:37:05Z,6b35d368-6822-4b49-82a5-32c6c757d262,customer,d919-22796218,6b35d368-6822-4b49-82a5-32c6c757d262,collision,2023-03-06T15:05:50Z
Andrew,Knight,2016-09-12,4.0,2.0,3.0,1.0,0.0,7346.0,4622.0,12.0,40.0,537.0,2596.0,6.0,legit,2022-12-11T06:54:26Z,b9c6dce6-7ff3-4f79-adcb-049fdb541af8,customer,a665-60473880,b9c6dce6-7ff3-4f79-adcb-049fdb541af8,collision,2023-03-06T15:05:50Z
Dennis,Clements,1963-11-13,5.0,3.0,3.0,2.0,0.0,7576.0,5810.0,7.0,54.0,536.0,2147.0,4.0,legit,2022-11-11T10:50:47Z,c9c0afec-b8a7-4ff3-9d53-26c743977041,customer,b046-98091720,c9c0afec-b8a7-4ff3-9d53-26c743977041,breakin,2023-03-06T15:05:50Z
Mike,Chung,1957-04-23,5.0,2.0,2.0,2.0,0.0,8060.0,6141.0,8.0,44.0,504.0,1677.0,5.0,legit,2022-06-15T12:08:24Z,a95b2697-957a-4696-9732-862780791a18,customer,d045-55502037,a95b2697-957a-4696-9732-862780791a18,collision,2023-03-06T15:05:50Z
Paula,Clayton,1935-01-03,4.0,2.0,3.0,2.0,0.0,8103.0,6106.0,5.0,45.0,364.0,1851.0,4.0,legit,2022-05-19T17:40:13Z,b244bcca-2eea-4d0b-8c52-c9de8dd287cb,customer,c887-88834095,b244bcca-2eea-4d0b-8c52-c9de8dd287cb,breakin,2023-03-06T15:05:50Z
Jason,Levy,1925-11-25,4.0,2.0,3.0,1.0,0.0,9334.0,3940.0,10.0,44.0,656.0,2747.0,6.0,legit,2022-06-24T10:26:59Z,1387a9cc-4d0e-4f4b-84ab-535c004bbb2e,customer,b384-95275692,1387a9cc-4d0e-4f4b-84ab-535c004bbb2e,collision,2023-03-06T15:05:50Z
Stacy,Hutchinson,1915-07-04,5.0,2.0,4.0,1.0,0.0,10138.0,3999.0,13.0,31.0,655.0,2380.0,4.0,legit,2022-06-20T07:52:30Z,a0b984f6-da2f-4bf1-9346-d40f89b9094c,customer,c172-84805235,a0b984f6-da2f-4bf1-9346-d40f89b9094c,theft,2023-03-06T15:05:50Z
Caroline,Robbins,2013-12-24,5.0,2.0,2.0,2.0,0.0,5250.0,6173.0,7.0,52.0,543.0,2129.0,2.0,legit,2022-04-23T12:36:14Z,36cb7081-54c4-4b3f-853c-e8a21f8faab6,customer,a385-84323089,36cb7081-54c4-4b3f-853c-e8a21f8faab6,collision,2023-03-06T15:05:50Z
Brianna,Colon,1989-11-11,5.0,2.0,3.0,2.0,0.0,10630.0,5591.0,12.0,45.0,649.0,3708.0,4.0,legit,2023-01-01T09:56:40Z,2dd13328-fc44-4ac7-b76f-82102a1f6bb4,customer,d162-79713379,2dd13328-fc44-4ac7-b76f-82102a1f6bb4,breakin,2023-03-06T15:05:50Z
Hannah,Curtis,2007-11-23,5.0,3.0,3.0,2.0,0.0,10346.0,3140.0,15.0,42.0,683.0,2371.0,3.0,legit,2022-12-10T07:05:21Z,1ff2dd5d-c907-4f4c-a99e-fe368c0f1f65,customer,a371-44345439,1ff2dd5d-c907-4f4c-a99e-fe368c0f1f65,collision,2023-03-06T15:05:50Z
Joe,Riggs,2010-04-05,4.0,2.0,4.0,2.0,0.0,7302.0,5843.0,9.0,48.0,587.0,1755.0,5.0,legit,2022-06-23T20:50:04Z,1ae99caf-8829-4e93-9ffc-56cb43da3e85,customer,a725-60159985,1ae99caf-8829-4e93-9ffc-56cb43da3e85,breakin,2023-03-06T15:05:50Z
Donna,Levine,1975-11-22,5.0,3.0,4.0,2.0,0.0,8382.0,3533.0,13.0,37.0,588.0,2874.0,2.0,legit,2022-09-01T23:43:25Z,4d4eef25-52d9-4613-86f2-e2dc57ce6764,customer,b639-95449298,4d4eef25-52d9-4613-86f2-e2dc57ce6764,collision,2023-03-06T15:05:50Z
